Time Step,Discharge rate,Sugar feed rate,Soil bean feed rate,Aeration rate,Back pressure,Water injection/dilution,pH,Temperature,Acid flow rate,Base flow rate,Cooling water,Heating water,Vessel Weight,Dissolved oxygen concentration,Yield Per Step
5.599999905,0,76.53898252,25.96802321,60.97688518,0.9048458027,153.7960693,6.503874302,298.068573,0,105.6688385,54.68637848,9.999999747e-05,64737.39844,16.95063782,-2.98456743e-05
5.800000191,0,76.53865447,25.96776142,60.97415088,0.9048417532,153.8686765,6.519717693,298.0737915,0,104.6319656,59.79721069,9.999999747e-05,64811.11328,16.92643356,-2.976080813e-05
6,0,76.53617632,25.96782142,60.97602531,0.9048290811,153.9119465,6.531039238,298.0811462,0,97.27365875,64.1051712,9.999999747e-05,64883.35547,16.90795517,-2.969492351e-05
6.199999809,0,76.53320253,25.96811608,60.9808549,0.9048147759,153.9179896,6.535879135,298.0914612,0,85.39154053,69.36951447,9.999999747e-05,64953.21094,16.89024162,-2.966066307e-05
6.400000095,0,76.5298558,25.96867766,60.98861374,0.9048067909,153.8881825,6.532251358,298.102478,0,71.58024597,75.90892792,9.999999747e-05,65020.25391,16.86856651,-2.966435969e-05
6.599999905,0,76.52621049,25.96949853,60.99903605,0.9048084511,153.8312373,6.520717144,298.114563,0,59.22716522,83.06543732,9.999999747e-05,65084.78906,16.84564018,-2.970719939e-05
6.800000191,0,76.52355255,25.97042751,61.01026745,0.9048178807,153.7682798,6.503092766,298.1210022,0,51.48656464,90.9969635,9.999999747e-05,65147.67969,16.81344223,-2.977846517e-05
7,0,76.52210128,25.9713927,61.02123458,0.9048377897,153.7341891,6.485142231,298.1295166,0,50.79037094,97.42766571,9.999999747e-05,65210.4375,16.78729439,-2.986305506e-05
7.199999809,0,76.52481077,25.97199812,61.02721902,0.9048617911,153.7647313,6.471968651,298.1445007,0,57.255867,104.8537292,9.999999747e-05,65274.60547,16.76635361,-2.994783478e-05
7.400000095,0,76.53152029,25.97218281,61.02717577,0.9048971126,153.8812664,6.464910507,298.1552124,0,68.97412872,114.81604,9.999999747e-05,65341.19531,16.73678589,-3.000919287e-05
7.599999905,0,76.53822185,25.97210345,61.02277664,0.904954873,154.0938872,6.465091705,298.1660156,0,83.51099396,123.820343,9.999999747e-05,65410.82812,16.70954704,-3.003278708e-05
7.800000191,0,76.54482372,25.97157338,61.01249261,0.9050212813,154.3888841,6.472109795,298.1821289,0,97.97109222,133.2785645,9.999999747e-05,65483.54688,16.68591118,-3.002626184e-05
8,0,76.55053887,25.97085737,61.00002974,0.9050884193,154.7275661,6.482213974,298.1956482,0,109.6247864,144.9903259,9.999999747e-05,65558.73438,16.65616608,-2.999775002e-05
8.199999809,0,76.55362757,25.97038573,60.99082332,0.905155569,155.1018548,6.492780685,298.2081299,0,117.2486038,156.3552551,9.999999747e-05,65635.57812,16.62530327,-2.995730992e-05
8.399999619,0,76.55476179,25.97020066,60.98568203,0.9052150191,155.4834215,6.500872612,298.2102356,0,120.6540375,167.8975067,9.999999747e-05,65713.14062,16.5864563,-2.991083827e-05
8.600000381,0,76.55363932,25.97042741,60.98554532,0.9052801935,155.9156597,6.506402969,298.2147827,0,120.8322983,176.3399506,9.999999747e-05,65790.83594,16.55127907,-2.986893252e-05
8.800000191,0,76.55197823,25.97084873,60.98795403,0.9053431421,156.3330382,6.509160519,298.2252197,0,118.7988968,185.7774353,9.999999747e-05,65868.22656,16.51629448,-2.984874557e-05
9,0,76.55072479,25.9715235,60.99273521,0.9054219875,156.7868603,6.508710384,298.2367859,0,115.6633911,197.3950653,9.999999747e-05,65945.07812,16.47771072,-2.985014169e-05
